Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
01-Aug-10,26-Jul-11,TR,P0040,Desc P0040,VO,ORD8492,448.41,TRY,41,R006
16-Jan-09,29-Jun-09,BE,P0055,Desc P0055,VO,ORD4921,372.03,EUR,23,R019
19-Feb-10,30-Apr-10,DE,P0076,Desc P0076,VO,ORD7293,511.03,EUR,32,R013
21-Jun-09,12-Apr-10,FR,P0009,Desc P0009,VO,ORD7769,63.2,EUR,4,R006
16-Nov-09,22-Jul-10,SE,P0004,Desc P0004,VO,ORD9884,172.28,SEK,15,R002
16-May-09,28-Aug-09,FR,P0099,Desc P0099,VO,ORD3003,436.26,EUR,32,R010
07-Mar-10,12-Aug-10,BE,P0095,Desc P0095,VO,ORD5106,171.96,EUR,10,R002
31-May-10,19-May-11,IT,P0041,Desc P0041,VO,ORD5041,133.94,EUR,11,R019
25-Sep-10,11-Jan-11,FI,P0016,Desc P0016,VO,ORD5508,241.98,EUR,24,R013
24-Aug-10,29-May-11,SE,P0098,Desc P0098,VO,ORD6542,557.41,SEK,39,R004
02-Apr-09,22-Jul-09,ES,P0090,Desc P0090,VO,ORD8226,784.72,EUR,43,R012
03-Feb-10,04-May-10,DE,P0047,Desc P0047,VO,ORD8756,638.56,EUR,33,R011
13-Nov-10,30-Oct-11,TR,P0060,Desc P0060,VO,ORD4057,364.91,TRY,29,R004
24-Mar-10,17-Feb-11,FI,P0043,Desc P0043,VO,ORD9446,267.66,EUR,16,R007
29-Nov-10,02-Jun-11,TR,P0051,Desc P0051,VO,ORD6225,656.4,TRY,49,R016
08-Nov-10,28-Jun-11,DE,P0005,Desc P0005,VO,ORD8885,160.34,EUR,10,R001
29-Oct-10,05-Oct-11,NL,P0019,Desc P0019,VO,ORD8854,312.45,EUR,20,R019
04-Apr-10,16-Sep-10,BE,P0033,Desc P0033,VO,ORD4317,17.98,EUR,1,R008
19-Sep-09,26-Jan-10,PL,P0067,Desc P0067,VO,ORD5728,462.81,PLN,41,R009
26-Nov-09,24-Jun-10,FR,P0025,Desc P0025,VO,ORD6724,101.43,EUR,9,R014
17-Sep-10,05-Jul-11,PL,P0035,Desc P0035,VO,ORD5455,298.48,PLN,16,R010
22-Mar-09,30-Dec-09,FI,P0054,Desc P0054,VO,ORD8014,538.35,EUR,38,R006
21-Dec-10,31-May-11,DE,P0053,Desc P0053,VO,ORD6439,795.62,EUR,50,R006
15-Jul-10,05-Dec-10,TR,P0012,Desc P0012,VO,ORD2615,847.35,TRY,44,R007
04-Sep-10,18-Apr-11,FR,P0023,Desc P0023,VO,ORD4212,181.34,EUR,14,R016
12-Jul-10,06-Mar-11,PL,P0028,Desc P0028,VO,ORD8599,592.56,PLN,31,R015
19-Sep-10,13-Jul-11,FR,P0029,Desc P0029,VO,ORD6823,326.72,EUR,26,R014
09-May-10,13-Oct-10,DE,P0066,Desc P0066,VO,ORD1735,363.71,EUR,25,R009
25-Dec-10,02-Apr-11,DE,P0049,Desc P0049,VO,ORD6864,278.08,EUR,15,R015
08-May-09,14-Jul-09,IT,P0022,Desc P0022,VO,ORD3571,284.72,EUR,24,R008
18-Feb-10,13-Sep-10,TR,P0015,Desc P0015,VO,ORD7786,363.9,TRY,33,R003
24-Oct-10,06-Jul-11,FI,P0062,Desc P0062,VO,ORD8386,333.49,EUR,19,R015
06-Jun-10,15-Apr-11,IT,P0023,Desc P0023,VO,ORD1381,472.41,EUR,38,R014
21-Jul-10,25-Nov-10,BE,P0086,Desc P0086,VO,ORD4607,762.61,EUR,45,R013
01-Jul-09,13-Feb-10,FI,P0022,Desc P0022,VO,ORD3717,180.26,EUR,12,R020
19-Dec-10,01-Nov-11,DE,P0032,Desc P0032,VO,ORD5327,120.88,EUR,9,R018
10-Jul-10,19-Nov-10,NL,P0030,Desc P0030,VO,ORD7949,255.72,EUR,15,R018
11-Jul-09,05-Jun-10,FI,P0008,Desc P0008,VO,ORD7510,176.51,EUR,11,R004
06-Dec-09,04-Jun-10,BE,P0007,Desc P0007,VO,ORD4064,658.75,EUR,45,R005
18-Aug-10,05-Apr-11,SE,P0098,Desc P0098,VO,ORD2508,14.78,SEK,1,R003
04-Mar-10,13-Aug-10,PL,P0030,Desc P0030,VO,ORD8430,565.58,PLN,45,R015
12-Aug-09,16-Jun-10,FI,P0052,Desc P0052,VO,ORD7840,477.94,EUR,33,R005
22-Sep-09,06-Jun-10,NL,P0033,Desc P0033,VO,ORD7041,393.14,EUR,20,R006
24-Jul-09,07-Oct-09,FR,P0012,Desc P0012,VO,ORD8350,14.02,EUR,1,R013
15-Jun-09,04-May-10,IT,P0078,Desc P0078,VO,ORD4601,123.93,EUR,7,R016
13-Jan-09,25-Apr-09,BE,P0016,Desc P0016,VO,ORD9049,218.61,EUR,17,R003
09-Feb-10,15-Jul-10,NL,P0033,Desc P0033,VO,ORD2706,455.07,EUR,26,R004
22-Dec-10,20-Jun-11,FI,P0098,Desc P0098,VO,ORD6068,66.06,EUR,5,R017
26-Jan-10,22-May-10,BE,P0003,Desc P0003,VO,ORD4567,628.02,EUR,34,R004
20-Jan-10,02-Dec-10,ES,P0015,Desc P0015,VO,ORD5842,559.96,EUR,38,R018
11-Apr-09,15-Sep-09,DE,P0016,Desc P0016,VO,ORD1386,92.3,EUR,9,R020
21-Jun-09,03-Mar-10,BE,P0089,Desc P0089,VO,ORD4344,541.71,EUR,32,R011
07-Jun-09,28-Mar-10,NL,P0039,Desc P0039,VO,ORD3687,532.56,EUR,31,R006
04-Jul-10,24-Nov-10,FR,P0086,Desc P0086,VO,ORD2919,421.05,EUR,23,R008
02-Apr-09,17-Jul-09,ES,P0094,Desc P0094,VO,ORD5702,209.67,EUR,15,R015
31-Oct-10,23-Feb-11,FI,P0015,Desc P0015,VO,ORD7987,59.58,EUR,3,R011
28-Aug-10,23-Aug-11,FI,P0096,Desc P0096,VO,ORD2184,17.62,EUR,1,R015
20-Apr-09,30-Sep-09,IT,P0022,Desc P0022,VO,ORD8022,570.98,EUR,43,R016
29-May-09,08-Feb-10,TR,P0003,Desc P0003,VO,ORD7411,215.38,TRY,11,R015
21-Apr-09,20-Jan-10,FR,P0093,Desc P0093,VO,ORD8128,385.69,EUR,25,R020
21-Jan-10,08-May-10,NL,P0096,Desc P0096,VO,ORD2763,397.65,EUR,21,R005
18-Feb-10,05-Feb-11,TR,P0074,Desc P0074,VO,ORD2122,547.68,TRY,50,R014
08-Aug-10,14-Nov-10,BE,P0001,Desc P0001,VO,ORD5363,885.75,EUR,49,R016
11-Feb-10,07-Jan-11,BE,P0042,Desc P0042,VO,ORD8484,211.84,EUR,15,R011
04-Nov-10,03-Oct-11,ES,P0095,Desc P0095,VO,ORD4918,672.31,EUR,35,R004
15-Jun-10,29-Mar-11,ES,P0096,Desc P0096,VO,ORD1388,128.67,EUR,7,R004
09-Jun-10,27-Mar-11,NL,P0049,Desc P0049,VO,ORD1648,377.53,EUR,23,R008
29-Aug-09,27-Mar-10,ES,P0048,Desc P0048,VO,ORD5448,207.11,EUR,11,R016
10-Jan-10,01-Dec-10,TR,P0023,Desc P0023,VO,ORD9858,158.78,TRY,9,R010
08-May-09,12-Jul-09,NL,P0017,Desc P0017,VO,ORD3897,455.77,EUR,28,R009
26-Mar-10,22-Feb-11,DE,P0026,Desc P0026,VO,ORD5586,216.13,EUR,21,R017
17-Oct-10,11-Mar-11,SE,P0017,Desc P0017,VO,ORD2942,398.65,SEK,29,R010
10-Feb-09,18-Nov-09,IT,P0052,Desc P0052,VO,ORD4604,223.46,EUR,15,R020
17-Apr-09,22-Oct-09,FR,P0031,Desc P0031,VO,ORD9789,511.26,EUR,40,R010
28-Dec-09,20-Sep-10,NL,P0052,Desc P0052,VO,ORD5580,85.54,EUR,5,R003
26-Dec-10,27-Jun-11,SE,P0019,Desc P0019,VO,ORD1305,86.27,SEK,5,R006
08-Sep-09,06-Feb-10,ES,P0063,Desc P0063,VO,ORD6306,494.71,EUR,34,R019
17-Apr-09,18-Sep-09,SE,P0012,Desc P0012,VO,ORD4300,492.63,SEK,40,R004
16-Jan-10,11-Dec-10,BE,P0006,Desc P0006,VO,ORD4972,655.44,EUR,46,R011
30-Aug-09,21-Mar-10,BE,P0035,Desc P0035,VO,ORD8089,176.18,EUR,10,R001
27-Apr-09,07-Mar-10,DE,P0027,Desc P0027,VO,ORD7200,710.84,EUR,44,R016
04-Aug-10,27-Dec-10,SE,P0053,Desc P0053,VO,ORD2338,279.1,SEK,18,R011
31-Mar-09,25-Jul-09,IT,P0084,Desc P0084,VO,ORD6005,389.07,EUR,38,R020
06-Apr-09,06-Apr-10,BE,P0075,Desc P0075,VO,ORD8930,48.51,EUR,3,R007
06-Jul-09,17-Mar-10,PL,P0095,Desc P0095,VO,ORD2847,713.56,PLN,42,R003
26-Nov-10,26-Apr-11,SE,P0055,Desc P0055,VO,ORD9461,127.01,SEK,11,R004
27-Dec-09,26-Sep-10,BE,P0013,Desc P0013,VO,ORD5161,220.62,EUR,14,R018
25-Apr-10,23-Jan-11,FI,P0025,Desc P0025,VO,ORD5974,149.96,EUR,11,R018
08-May-09,22-Sep-09,DE,P0034,Desc P0034,VO,ORD8208,762.02,EUR,49,R003
21-Jul-10,21-Mar-11,ES,P0061,Desc P0061,VO,ORD7366,429.18,EUR,31,R003
24-Jan-09,09-Nov-09,BE,P0077,Desc P0077,VO,ORD6125,19.46,EUR,1,R010
10-Jan-09,31-Aug-09,FI,P0098,Desc P0098,VO,ORD4024,680.88,EUR,39,R001
19-Jun-10,16-Dec-10,FR,P0070,Desc P0070,VO,ORD4169,379.49,EUR,21,R003
28-Apr-09,29-Nov-09,IT,P0070,Desc P0070,VO,ORD7361,768.89,EUR,40,R008
20-Jun-10,05-Mar-11,DE,P0075,Desc P0075,VO,ORD6965,178.77,EUR,11,R018
17-Sep-09,26-Jul-10,SE,P0085,Desc P0085,VO,ORD8483,927.75,SEK,49,R011
01-Jun-10,07-Oct-10,PL,P0072,Desc P0072,VO,ORD2850,39.39,PLN,3,R006
09-Dec-09,27-Oct-10,PL,P0023,Desc P0023,VO,ORD6047,447.03,PLN,36,R007
16-Feb-10,15-Sep-10,SE,P0027,Desc P0027,VO,ORD1712,431.54,SEK,31,R012
16-Dec-09,19-Aug-10,IT,P0036,Desc P0036,VO,ORD5056,721.49,EUR,39,R017
25-Jun-09,11-Nov-09,BE,P0065,Desc P0065,VO,ORD4698,655.72,EUR,39,R018
09-Dec-09,11-Apr-10,DE,P0066,Desc P0066,VO,ORD6410,496.49,EUR,47,R013
30-May-09,14-Nov-09,TR,P0025,Desc P0025,VO,ORD6607,86.69,TRY,5,R001
26-Nov-10,12-Apr-11,IT,P0073,Desc P0073,VO,ORD1425,180.84,EUR,10,R005
14-Nov-09,28-Apr-10,FR,P0076,Desc P0076,VO,ORD1254,44.45,EUR,4,R007
15-May-09,14-Nov-09,TR,P0031,Desc P0031,VO,ORD2126,656.87,TRY,35,R015
13-Sep-09,16-Jul-10,IT,P0074,Desc P0074,VO,ORD9090,181.78,EUR,12,R016
20-Feb-10,30-May-10,ES,P0090,Desc P0090,VO,ORD4994,403.48,EUR,23,R005
16-May-09,04-Apr-10,IT,P0046,Desc P0046,VO,ORD8367,442.13,EUR,24,R003
07-Feb-09,25-Apr-09,SE,P0038,Desc P0038,VO,ORD5099,95.14,SEK,7,R001
16-Nov-09,09-May-10,IT,P0084,Desc P0084,VO,ORD3213,224.15,EUR,19,R014
18-Mar-09,13-Mar-10,BE,P0075,Desc P0075,VO,ORD9044,446.84,EUR,31,R016
26-Mar-09,18-Jul-09,FI,P0040,Desc P0040,VO,ORD4439,570.75,EUR,39,R016
11-Feb-09,03-Jun-09,BE,P0081,Desc P0081,VO,ORD2751,324.99,EUR,19,R013
05-Apr-10,19-Sep-10,ES,P0042,Desc P0042,VO,ORD4429,178.15,EUR,9,R007
08-Dec-09,16-May-10,DE,P0095,Desc P0095,VO,ORD5484,320.8,EUR,17,R006
12-Jun-10,01-Sep-10,DE,P0004,Desc P0004,VO,ORD8319,589.42,EUR,37,R015
27-Apr-10,26-Feb-11,SE,P0042,Desc P0042,VO,ORD5619,583.62,SEK,47,R012
13-Mar-10,14-Nov-10,TR,P0094,Desc P0094,VO,ORD5955,485.64,TRY,46,R010
15-Aug-09,19-Dec-09,NL,P0072,Desc P0072,VO,ORD7554,185.33,EUR,13,R014
25-Aug-09,12-Apr-10,IT,P0066,Desc P0066,VO,ORD8463,350.63,EUR,33,R019
01-Jul-10,24-May-11,DE,P0027,Desc P0027,VO,ORD2690,320.93,EUR,23,R020
26-May-10,15-Aug-10,FI,P0053,Desc P0053,VO,ORD1490,692.57,EUR,37,R012
20-Feb-10,05-Oct-10,NL,P0061,Desc P0061,VO,ORD9201,570.94,EUR,50,R012
28-Jul-10,17-Oct-10,BE,P0049,Desc P0049,VO,ORD2176,465.55,EUR,38,R004
05-Nov-09,22-Aug-10,ES,P0082,Desc P0082,VO,ORD1932,226.49,EUR,15,R014
17-Oct-09,03-Jan-10,PL,P0074,Desc P0074,VO,ORD8475,299.52,PLN,27,R019
04-Nov-10,01-Sep-11,IT,P0035,Desc P0035,VO,ORD9047,196.98,EUR,17,R015
25-May-09,30-Dec-09,FR,P0061,Desc P0061,VO,ORD4684,791.08,EUR,48,R017
11-Sep-10,26-Jan-11,SE,P0054,Desc P0054,VO,ORD9310,584.81,SEK,44,R016
23-Aug-10,10-May-11,BE,P0012,Desc P0012,VO,ORD9077,257.63,EUR,20,R009
09-Mar-10,01-Aug-10,FI,P0097,Desc P0097,VO,ORD2764,140.52,EUR,10,R009
13-Aug-10,15-Jun-11,FR,P0039,Desc P0039,VO,ORD6264,371.05,EUR,20,R004
27-Oct-09,06-Sep-10,FI,P0009,Desc P0009,VO,ORD4737,612.8,EUR,45,R011
15-Dec-10,19-Mar-11,ES,P0009,Desc P0009,VO,ORD8635,174.1,EUR,10,R018
05-Apr-09,28-Mar-10,SE,P0016,Desc P0016,VO,ORD4745,658.1,SEK,49,R007
08-Sep-09,16-Dec-09,IT,P0036,Desc P0036,VO,ORD8779,93.08,EUR,6,R010
30-Jul-10,11-Feb-11,BE,P0080,Desc P0080,VO,ORD4338,133.43,EUR,9,R006
08-Oct-09,20-Jun-10,DE,P0023,Desc P0023,VO,ORD1933,421.53,EUR,33,R014
01-May-09,09-Dec-09,IT,P0096,Desc P0096,VO,ORD1626,73.67,EUR,4,R011
26-Apr-09,20-Oct-09,PL,P0001,Desc P0001,VO,ORD1332,65.65,PLN,4,R001
14-Oct-09,15-Aug-10,DE,P0047,Desc P0047,VO,ORD8077,34.97,EUR,3,R011
03-Jul-09,13-Dec-09,NL,P0036,Desc P0036,VO,ORD6844,159.75,EUR,12,R020
08-Jul-10,10-Oct-10,PL,P0097,Desc P0097,VO,ORD8334,11.25,PLN,1,R010
23-Aug-09,12-Feb-10,PL,P0003,Desc P0003,VO,ORD2154,348.35,PLN,18,R006
05-May-09,18-Feb-10,DE,P0064,Desc P0064,VO,ORD7442,286.3,EUR,17,R010
24-May-10,26-Apr-11,FR,P0040,Desc P0040,VO,ORD8777,50.3,EUR,4,R006
30-Mar-10,10-Jul-10,FI,P0028,Desc P0028,VO,ORD7363,553.35,EUR,36,R011
22-Aug-09,06-Aug-10,FR,P0042,Desc P0042,VO,ORD8020,432.96,EUR,26,R012
03-Mar-10,29-Sep-10,PL,P0039,Desc P0039,VO,ORD4715,342.02,PLN,24,R001
20-Apr-09,07-Apr-10,ES,P0010,Desc P0010,VO,ORD5437,460.6,EUR,44,R012
21-Sep-09,07-Mar-10,TR,P0039,Desc P0039,VO,ORD4563,456.72,TRY,42,R008
14-Aug-09,08-Jun-10,SE,P0074,Desc P0074,VO,ORD1971,832.9,SEK,49,R005
12-Jun-10,26-May-11,NL,P0051,Desc P0051,VO,ORD7800,501.71,EUR,47,R012
09-Sep-10,02-Sep-11,ES,P0070,Desc P0070,VO,ORD7408,669.51,EUR,49,R015
28-Aug-09,29-May-10,IT,P0004,Desc P0004,VO,ORD7199,682.28,EUR,43,R008
09-Jan-09,05-Dec-09,ES,P0077,Desc P0077,VO,ORD5831,368.79,EUR,21,R008
14-Feb-10,02-Jun-10,FR,P0001,Desc P0001,VO,ORD7758,567.99,EUR,31,R013
20-Jun-09,05-Nov-09,DE,P0009,Desc P0009,VO,ORD1911,525.18,EUR,43,R002
17-May-10,20-Dec-10,PL,P0033,Desc P0033,VO,ORD6875,97.64,PLN,7,R009
21-Aug-10,13-Mar-11,ES,P0063,Desc P0063,VO,ORD9939,404.09,EUR,36,R007
29-Apr-09,17-Jan-10,DE,P0099,Desc P0099,VO,ORD8222,28.94,EUR,2,R008
10-Feb-10,21-Dec-10,BE,P0086,Desc P0086,VO,ORD8240,188.9,EUR,17,R004
02-Mar-09,14-Aug-09,TR,P0021,Desc P0021,VO,ORD2164,920.38,TRY,47,R020
16-Apr-10,20-Dec-10,SE,P0094,Desc P0094,VO,ORD5317,234.25,SEK,21,R009
20-Jan-10,23-May-10,TR,P0019,Desc P0019,VO,ORD1925,524.81,TRY,35,R017
15-Apr-10,16-Nov-10,ES,P0008,Desc P0008,VO,ORD8144,859.01,EUR,44,R016
27-Feb-10,12-Jul-10,FR,P0050,Desc P0050,VO,ORD3259,86.19,EUR,7,R005
11-Feb-10,23-Nov-10,FR,P0044,Desc P0044,VO,ORD2932,296.71,EUR,25,R018
22-Sep-10,01-Feb-11,TR,P0020,Desc P0020,VO,ORD2392,699.09,TRY,40,R020
18-Dec-10,24-Oct-11,NL,P0019,Desc P0019,VO,ORD2183,187.96,EUR,15,R004
29-Sep-09,20-Mar-10,NL,P0078,Desc P0078,VO,ORD8100,903.24,EUR,47,R007
15-Jun-10,21-Oct-10,SE,P0020,Desc P0020,VO,ORD5231,633.96,SEK,40,R005
09-Oct-10,25-Apr-11,PL,P0028,Desc P0028,VO,ORD8338,509.93,PLN,31,R001
26-Mar-10,06-Feb-11,FR,P0014,Desc P0014,VO,ORD6532,494.16,EUR,27,R013
15-Apr-09,30-Jun-09,NL,P0100,Desc P0100,VO,ORD4879,560.21,EUR,45,R010
22-Aug-10,29-Jun-11,TR,P0003,Desc P0003,VO,ORD8183,452.49,TRY,29,R014
23-Jul-10,20-Jul-11,SE,P0030,Desc P0030,VO,ORD7925,462.78,SEK,36,R006
07-May-10,21-Dec-10,FR,P0012,Desc P0012,VO,ORD3385,863.06,EUR,50,R017
03-Feb-09,08-Aug-09,ES,P0040,Desc P0040,VO,ORD3606,186.06,EUR,11,R015
07-Apr-09,09-Feb-10,TR,P0043,Desc P0043,VO,ORD1316,420.5,TRY,27,R018
08-Oct-10,06-Oct-11,ES,P0068,Desc P0068,VO,ORD5714,139.24,EUR,10,R016
04-Feb-09,06-Aug-09,FI,P0040,Desc P0040,VO,ORD4529,906.02,EUR,46,R001
10-Oct-10,14-Aug-11,DE,P0055,Desc P0055,VO,ORD4906,111.08,EUR,7,R010
09-Mar-09,06-Jul-09,NL,P0072,Desc P0072,VO,ORD8264,846.62,EUR,43,R003
08-Aug-09,30-Apr-10,FI,P0100,Desc P0100,VO,ORD7303,36.77,EUR,3,R001
07-Dec-09,07-Mar-10,FI,P0097,Desc P0097,VO,ORD8884,95.95,EUR,5,R005
11-Aug-09,08-Aug-10,DE,P0041,Desc P0041,VO,ORD4207,734.76,EUR,46,R001
11-Mar-10,17-Dec-10,SE,P0016,Desc P0016,VO,ORD2248,650.1,SEK,35,R019
06-Jan-10,29-Oct-10,SE,P0011,Desc P0011,VO,ORD4386,459.31,SEK,41,R005
03-Feb-09,05-Jan-10,NL,P0005,Desc P0005,VO,ORD7887,438.99,EUR,40,R016
05-Sep-10,20-Jul-11,TR,P0030,Desc P0030,VO,ORD7837,323.24,TRY,22,R006
05-Feb-09,01-Aug-09,IT,P0083,Desc P0083,VO,ORD6289,277.76,EUR,26,R011
03-Feb-09,29-May-09,NL,P0055,Desc P0055,VO,ORD8639,688.31,EUR,46,R009
06-Apr-10,19-Dec-10,TR,P0089,Desc P0089,VO,ORD5469,93,TRY,8,R014
31-Mar-10,03-Nov-10,DE,P0087,Desc P0087,VO,ORD4038,540.2,EUR,44,R002
17-Feb-09,25-Aug-09,FR,P0094,Desc P0094,VO,ORD5186,600.46,EUR,44,R010
05-Feb-10,29-Nov-10,SE,P0068,Desc P0068,VO,ORD4464,447,SEK,26,R006
27-Jul-10,01-Feb-11,FR,P0025,Desc P0025,VO,ORD2048,983.34,EUR,50,R015
18-Mar-09,13-Sep-09,ES,P0086,Desc P0086,VO,ORD5790,133.21,EUR,9,R004
17-Apr-10,18-Sep-10,FI,P0019,Desc P0019,VO,ORD3886,204.89,EUR,20,R019
03-Mar-10,12-Jun-10,NL,P0013,Desc P0013,VO,ORD9849,508.54,EUR,34,R008
08-Nov-09,14-Mar-10,BE,P0086,Desc P0086,VO,ORD6682,246.47,EUR,16,R007
09-Feb-09,08-Oct-09,FR,P0025,Desc P0025,VO,ORD8061,138.61,EUR,10,R015
19-Sep-10,08-Jan-11,SE,P0047,Desc P0047,VO,ORD4230,410.31,SEK,23,R008
07-Feb-10,18-Sep-10,FI,P0063,Desc P0063,VO,ORD4356,208.83,EUR,13,R010
20-Mar-10,11-Dec-10,BE,P0087,Desc P0087,VO,ORD4831,221.81,EUR,19,R005
25-Oct-09,20-Sep-10,BE,P0024,Desc P0024,VO,ORD4666,540.94,EUR,35,R005
02-Jul-10,17-Jun-11,TR,P0092,Desc P0092,VO,ORD2003,249.02,TRY,13,R016
18-Aug-09,26-Dec-09,BE,P0033,Desc P0033,VO,ORD8203,293.76,EUR,21,R006
14-Jul-10,21-Mar-11,TR,P0049,Desc P0049,VO,ORD3090,701.98,TRY,43,R010
22-Jan-09,16-Dec-09,DE,P0043,Desc P0043,VO,ORD1508,613.97,EUR,44,R008
22-Jun-10,06-Nov-10,FR,P0008,Desc P0008,VO,ORD1112,433.68,EUR,33,R001
17-Apr-09,20-Nov-09,FR,P0076,Desc P0076,VO,ORD1966,392.95,EUR,30,R014
27-Dec-10,17-Mar-11,NL,P0038,Desc P0038,VO,ORD2431,485.77,EUR,44,R005
14-May-10,23-Jul-10,TR,P0065,Desc P0065,VO,ORD1579,709.05,TRY,48,R006
17-Aug-10,22-Jun-11,TR,P0089,Desc P0089,VO,ORD1141,560.8,TRY,40,R005
27-Jun-09,02-Sep-09,FI,P0037,Desc P0037,VO,ORD7653,299.16,EUR,15,R017
01-Apr-09,17-Sep-09,TR,P0046,Desc P0046,VO,ORD8764,492.6,TRY,42,R014
05-Dec-09,04-Mar-10,IT,P0027,Desc P0027,VO,ORD4809,338.54,EUR,28,R011
11-Aug-09,13-Feb-10,FI,P0021,Desc P0021,VO,ORD1653,488.24,EUR,35,R011
21-Jan-10,03-Sep-10,FR,P0040,Desc P0040,VO,ORD2691,161.54,EUR,9,R013
09-Apr-10,07-Dec-10,TR,P0055,Desc P0055,VO,ORD2208,649.28,TRY,38,R003
31-Jan-09,21-Aug-09,ES,P0076,Desc P0076,VO,ORD7945,323.56,EUR,22,R016
31-Oct-09,19-Feb-10,PL,P0052,Desc P0052,VO,ORD1740,781.8,PLN,42,R011
30-Sep-09,12-Jan-10,DE,P0055,Desc P0055,VO,ORD8469,392.43,EUR,34,R015
09-Jul-09,17-Apr-10,IT,P0049,Desc P0049,VO,ORD5441,320.75,EUR,31,R020
21-Dec-09,08-Oct-10,SE,P0061,Desc P0061,VO,ORD2708,20.85,SEK,2,R013
15-Aug-09,31-Jul-10,DE,P0007,Desc P0007,VO,ORD2857,154.51,EUR,10,R008
07-May-09,21-Mar-10,ES,P0045,Desc P0045,VO,ORD4832,771.62,EUR,44,R009
18-Nov-10,12-May-11,BE,P0029,Desc P0029,VO,ORD2671,89.18,EUR,6,R003
15-Jun-09,31-Jan-10,PL,P0039,Desc P0039,VO,ORD1568,546.56,PLN,41,R002
01-Sep-09,18-Nov-09,FR,P0063,Desc P0063,VO,ORD8804,752.31,EUR,39,R009
30-Nov-10,27-Sep-11,IT,P0056,Desc P0056,VO,ORD1679,377.56,EUR,23,R002
22-Jun-09,29-May-10,FI,P0068,Desc P0068,VO,ORD2423,741.08,EUR,40,R017
12-Mar-10,25-Jul-10,IT,P0089,Desc P0089,VO,ORD2323,345.01,EUR,23,R019
30-Apr-10,29-Sep-10,TR,P0057,Desc P0057,VO,ORD5771,463.27,TRY,45,R005
12-Apr-10,19-Aug-10,NL,P0069,Desc P0069,VO,ORD1402,750.75,EUR,47,R020
01-Oct-09,29-Apr-10,PL,P0094,Desc P0094,VO,ORD3818,303,PLN,25,R008
13-Nov-09,27-May-10,PL,P0022,Desc P0022,VO,ORD4734,646.19,PLN,39,R006
27-Mar-09,12-Jan-10,IT,P0094,Desc P0094,VO,ORD2801,830.32,EUR,43,R003
05-Jun-09,05-Jun-10,NL,P0060,Desc P0060,VO,ORD5372,317.26,EUR,30,R013
04-Nov-09,23-Feb-10,PL,P0099,Desc P0099,VO,ORD1878,735.58,PLN,42,R012
21-Jan-09,26-Nov-09,FI,P0013,Desc P0013,VO,ORD5614,967.7,EUR,50,R013
26-May-09,17-Dec-09,NL,P0071,Desc P0071,VO,ORD2192,382.07,EUR,28,R013
24-Mar-09,19-Jul-09,BE,P0095,Desc P0095,VO,ORD7044,141.56,EUR,8,R010
11-Feb-09,03-Jul-09,TR,P0014,Desc P0014,VO,ORD4495,254.33,TRY,22,R003
22-Jul-09,14-Mar-10,PL,P0093,Desc P0093,VO,ORD4849,582.13,PLN,47,R017
24-Apr-09,16-Nov-09,FI,P0029,Desc P0029,VO,ORD2516,519.81,EUR,38,R020
09-Jul-10,28-May-11,DE,P0093,Desc P0093,VO,ORD5224,231.83,EUR,13,R006
23-Nov-10,15-May-11,BE,P0066,Desc P0066,VO,ORD3670,518.25,EUR,32,R005
04-Jan-09,24-Nov-09,PL,P0068,Desc P0068,VO,ORD3867,202.77,PLN,13,R010
21-Aug-10,23-May-11,DE,P0059,Desc P0059,VO,ORD3270,358.68,EUR,20,R016
19-Jan-09,26-Jun-09,TR,P0056,Desc P0056,VO,ORD5315,513.97,TRY,31,R017
17-Sep-09,26-Aug-10,SE,P0092,Desc P0092,VO,ORD1359,677.13,SEK,46,R018
26-May-10,07-Mar-11,PL,P0001,Desc P0001,VO,ORD9905,189.89,PLN,13,R017
27-Dec-09,05-Jun-10,IT,P0046,Desc P0046,VO,ORD2608,432.38,EUR,27,R020
09-Jan-10,16-Jul-10,SE,P0036,Desc P0036,VO,ORD6918,438.74,SEK,29,R012
13-Nov-09,23-Sep-10,IT,P0058,Desc P0058,VO,ORD5398,432.68,EUR,32,R008
13-Mar-09,27-Nov-09,IT,P0024,Desc P0024,VO,ORD4800,170.6,EUR,11,R001
13-Jul-10,05-Feb-11,BE,P0021,Desc P0021,VO,ORD4399,526.6,EUR,29,R014
18-Feb-10,19-Sep-10,TR,P0020,Desc P0020,VO,ORD1089,856.47,TRY,45,R011
03-May-09,22-Dec-09,SE,P0050,Desc P0050,VO,ORD8081,863.33,SEK,44,R003
05-Feb-09,26-Jun-09,ES,P0092,Desc P0092,VO,ORD5102,701.72,EUR,37,R012
19-Jan-09,25-Nov-09,FI,P0066,Desc P0066,VO,ORD5631,166.72,EUR,10,R008
23-Feb-09,31-Aug-09,FR,P0017,Desc P0017,VO,ORD4418,281.53,EUR,22,R014
14-Apr-09,08-Nov-09,FR,P0091,Desc P0091,VO,ORD1397,76.87,EUR,4,R019
22-Aug-10,02-May-11,IT,P0027,Desc P0027,VO,ORD2300,586.86,EUR,31,R014
28-Jun-09,30-Dec-09,TR,P0026,Desc P0026,VO,ORD2298,463.47,TRY,46,R012
